Id,OrderItemNumber,Sales_Price__c,Sales_Transport__c,Sales_Tonnage_charge_thereafter__c
8024H00000QDoklQAD,0000031895,6.7731,,
8024H00000QDokmQAD,0000031896,16.9381,,
8024H00000QDoknQAD,0000031897,,177.2776,
8024H00000QDokoQAD,0000031898,353.4424,,176.1755
8024H00000QDokpQAD,0000031899,141.1116,,180.616
8024H00000QDokqQAD,0000031900,165.7644,,184.2326
8024H00000QDokrQAD,0000031901,,152.4001,
8024H00000QDoksQAD,0000031902,56.4425,,
8024H00000QDoktQAD,0000031903,288.9,,
8024H00000QDokuQAD,0000031904,73.3806,,
8024H00000QE2uBQAT,0000032021,241.1994,,
8024H00000QFV7zQAH,0000032780,230.0,,
8024H00000QFV80QAH,0000032781,200.0,,
8024H00000QFV81QAH,0000032782,290.0,,
8024H00000QFV82QAH,0000032783,295.0,,
8024H00000QFV83QAH,0000032784,275.0,,135.0
8024H00000ShwF6QAJ,0000033457,215.8832,,
8024H00000SjSjPQAV,0000034039,1.6906,,
8024H00000SjSjQQAV,0000034040,39.5151,,
8024H00000SjSjRQAV,0000034041,304.7895,,
8024H00000TJNrxQAH,0000035320,,63.3,
8024H00000TLSu4QAH,0000036490,,0.0,
8024H00000TM18LQAT,0000037885,4.5154,,4.5154
8028e000000wkRbAAI,0000040401,554.7094,,175.3302
8028e000000wkx2AAA,0000040569,376.64,,
8028e000000wkx3AAA,0000040570,79.7685,,
8028e000000wkx7AAA,0000040571,68.48,,
8028e000000wkx8AAA,0000040572,79.7685,,
8028e000000wmeVAAQ,0000041230,299.1506,,86.9268
8028e000000wrxMAAQ,0000043340,168.8,,163.53
8028e000000wsjVAAQ,0000043627,199.4,,199.4
8028e000000pUCcAAM,0000044788,19.6452,,253.2048
8028e000000pUCdAAM,0000044789,13.0968,,210.6402
8028e000000mYDGAA2,0000045187,,,
8028e000000mYa0AAE,0000045308,115.78,,231.55
8028e000000mfmjAAA,0000046961,55.64,,
8028e000000ms3vAAA,0000047164,369.5566,,156.5945
8028e000000nG94AAE,0000047730,44.31,,
8028e000000nG95AAE,0000047731,12.66,,
8028e000000nLsrAAE,0000047776,84.4,,168.8
8028e000000npaNAAQ,0000048261,504.0,,126.0
8028e0000025thOAAQ,0000049735,351.816,,
8028e000002HPNGAA4,0000050018,31.65,,
8028e0000032qKCAAY,0000051184,410.0,,90.0
8028e0000032qKDAAY,0000051185,540.0,,135.0
8028e0000035F5GAAU,0000051285,109.568,,219.136
8028e0000036vlUAAQ,0000051372,223.737,,
8028e000003UhekAAC,0000051956,581.4,,142.8
8028e000003bkENAAY,0000052246,340.0,,
8028e000003bl0WAAQ,0000052247,33.8334,,234.7687
8028e000003bl0XAAQ,0000052248,12.0054,,210.0838
8028e000003bl0YAAQ,0000052249,401.25,,128.4
8028e000003bl8EAAQ,0000052250,375.0,,120.0
8028e000003bmUvAAI,0000052253,340.0,,
8028e000003boucAAA,0000052255,15.81,,219.41
8028e000003boudAAA,0000052256,11.22,,196.34
8028e000003ofSRAAY,0000052617,250.0,,
8028e000003ofSSAAY,0000052618,448.8,,
8028e000003ofSTAAY,0000052619,270.0,,
8028e000003ofSUAAY,0000052620,430.0,,125.0
8028e000003ofSVAAY,0000052621,438.6,,127.5
8028e000003qVh9AAE,0000052694,430.0,,125.0
8028e000003qVhAAAU,0000052695,430.0,,125.0
8028e000003qVhBAAU,0000052696,250.0,,
8028e000003qVhCAAU,0000052697,440.0,,
8028e000003qVhDAAU,0000052698,270.0,,
8028e0000046ch7AAA,0000052990,0.0,,5500.0
8028e0000046ch8AAA,0000052991,51.0,,
8028e0000046ch9AAA,0000052992,471.0,,
8028e0000046chAAAQ,0000052993,212.0,,
8028e000004CGzuAAG,0000053039,409.275,,130.968
8028e000004CkETAA0,0000053057,258.0,,
8028e000004dPdIAAU,0000053520,103.0,,206.0
8028e000004zx2FAAQ,0000053968,,144.0,
8028e000005HWMKAA4,0000054164,215.0,,82.0
8028e000005pHVgAAM,0000054941,255.0,,
8028e000005pHVhAAM,0000054942,,173.4,
8028e000005qE49AAE,0000054986,255.0,,
8028e000005qGBRAA2,0000054989,401.25,,128.4
8028e000005sfYMAAY,0000055098,409.275,,130.968
8028e00000686eFAAQ,0000055347,55.0,,
8028e00000686eGAAQ,0000055348,118.0,,
8028e000006L7f1AAC,0000055674,346.8,,
8028e000006L7f2AAC,0000055675,0.0,,
8028e000006bpdeAAA,0000055945,1270.0,,
8028e000006lF3yAAE,0000056188,200.0,,
8028e000006lF3zAAE,0000056189,200.0,,
8028e000002qBqEAAU,0000056330,1270.0,,
8028e0000070e4TAAQ,0000056582,0.0,,5000.0
8028e0000070e4UAAQ,0000056583,100.0,,
8028e0000070e4VAAQ,0000056584,153.0,,
8028e0000070eXAAAY,0000056585,112.0,,
8028e0000070eXBAAY,0000056586,53.0,,
8028e0000070eXCAAY,0000056587,48.0,,
8028e0000070eXDAAY,0000056588,495.0,,
8028e00000712MfAAI,0000056619,260.1,,
8028e00000712RYAAY,0000056620,351.9,,
8028e0000071PaQAAU,0000056646,295.0,,
8028e000007Hef0AAC,0000057035,10.3683,,
8028e000007Hef1AAC,0000057036,20.7366,,180.081
8028e000007Hef2AAC,0000057037,47.3154,,218.28
8028e000007Hef3AAC,0000057038,181.9,,1198.4
8028e000007Hef4AAC,0000057039,45.0,,
8028e000007Hef5AAC,0000057040,37.45,,
8028e000007h6b0AAA,0000057461,438.6,,
8028e000008AxtaAAC,0000057926,224.8284,,70.941
8028e000000Ae49AAC,0000058576,354.96,,
802Sj0000006o6zIAA,0000059721,496.587,,163.71
802Sj000000IJsFIAW,0000060369,300.8626,,
802Sj000000sxzBIAQ,0000062618,719.04,,
802Sj000000wvcDIAQ,0000062684,683.7514,,167.027
802Sj000000wvcEIAQ,0000062685,266.1946,,
802Sj000001J58JIAS,0000063280,425.646,,
802Sj000001yhnuIAA,0000064396,860.0,,
802Sj000002CoJGIA0,0000064733,401.25,,214.0
802Sj000002GGe0IAG,0000064843,86.0,,86.0
802Sj000002GGe1IAG,0000064844,90.0,,
802Sj000002HexZIAS,0000064871,95.0,,190.0
802Sj000003EaczIAC,0000065974,513.6,,171.2
802Sj000004BORJIA4,0000067048,875.0,,215.0
802Sj000004BORKIA4,0000067049,175.0,,
802Sj000004BORLIA4,0000067050,45.0,,
802Sj000005SNoPIAW,0000068748,433.35,,
802Sj000005VQ8EIAW,0000068827,16.0,,
802Sj000005VQ8FIAW,0000068828,18.5,,
802Sj0000063OK8IAM,0000069636,496.587,,163.71
802Sj0000063r7ZIAQ,0000069662,45.7425,,182.97
802Sj0000063r7aIAA,0000069663,17.3875,,69.55
802Sj0000063r7bIAA,0000069664,34.24,,
802Sj0000063r7cIAA,0000069665,48.15,,
802Sj0000063r7dIAA,0000069666,20.33,,
802Sj0000063r7eIAA,0000069667,40.125,,
802Sj000007zmTXIAY,0000073140,674.1,,
802Sj000007zmTYIAY,0000073141,1.3375,,
802Sj000009ib57IAA,0000076936,48.0,,
802Sj000009l5OtIAI,0000077000,120.0,,240.0
802Sj00000AIFfaIAH,0000078013,458.0,,
802Sj00000AmiSQIAZ,0000078962,,220.0,
802Sj00000CaMb1IAF,0000081654,13.0,,
802Sj00000CaMb2IAF,0000081655,7.0,,
802Sj00000D4L9dIAF,0000082203,240.0,,
802Sj00000DNYmLIAX,0000082496,549.0,,
802Sj00000DNYmMIAX,0000082497,240.0,,
802Sj00000Eua3yIAB,0000083896,10.0,,
802Sj00000Eua3zIAB,0000083897,8.0,,
802Sj00000Eua40IAB,0000083898,11.5,,230.0
802Sj00000Eua41IAB,0000083899,7.5,,180.0
802Sj00000Eua42IAB,0000083900,0.0,,
802Sj00000Eua43IAB,0000083901,0.0,,
802Sj00000Eua44IAB,0000083902,77.0,,
802Sj00000Eua45IAB,0000083903,185.0,,
802Sj00000Eua46IAB,0000083904,0.0,,
802Sj00000Fdk0kIAB,0000085819,,150.0,
802Sj00000FsSgGIAV,0000086785,70.0,,
802Sj00000FsSgHIAV,0000086786,2.5,,
8028e000007UN7nAAG,0000057203,265.0,,
8028e000007av5lAAA,0000057258,239.7,,
8028e000007av5mAAA,0000057259,195.0,,
8028e000007av5nAAA,0000057260,230.0,,
8028e00000804uxAAA,0000057647,249.9,,
8028e000008HtV7AAK,0000058023,145.0,,
8028e000008HtV8AAK,0000058024,145.0,,
8028e000008X1rtAAC,0000058291,395.0,,
8028e000008X1ruAAC,0000058292,395.0,,
8028e000008YUTlAAO,0000058354,290.0,,
8028e000008kwj7AAA,0000058481,240.72,,
8028e000008kwj8AAA,0000058482,224.0,,
8028e000008lyhTAAQ,0000058506,300.9,,
8028e000008m2UdAAI,0000058507,295.8,,
8028e000000BIXMAA4,0000058604,400.0,,129.41
8028e000000BLBzAAO,0000058610,330.48,,
8028e000009AgDqAAK,0000058979,1855.0,,
8028e000009EprJAAS,0000059113,236.0,,
802Sj0000002zYrIAI,0000059529,208.0,,
802Sj0000002zYsIAI,0000059530,148.0,,
802Sj00000039efIAA,0000059535,210.59,,
802Sj00000039egIAA,0000059536,210.59,,
802Sj0000006nqrIAA,0000059719,452.0,,150.0
802Sj0000006oa1IAA,0000059722,461.04,,153.0
802Sj0000007T6wIAE,0000059756,25.0,,
802Sj000000De66IAC,0000060156,344.76,,
802Sj000000IuRxIAK,0000060405,282.48,,
802Sj000000Pj1zIAC,0000060731,234.6,,
802Sj000000PlDRIA0,0000060732,200.0,,
802Sj000000QjUXIA0,0000060781,238.68,,75.48
802Sj000000bYE1IAM,0000061518,260.0,,
802Sj000000bYE2IAM,0000061519,1.35,,
802Sj000000eWqnIAE,0000061687,538.56,,174.42
802Sj000000eWqoIAE,0000061688,699.0,,171.0
802Sj000000jxaDIAQ,0000061947,234.0,,74.0
802Sj000000kONVIA2,0000061985,455.0,,150.0
802Sj000000ldfRIAQ,0000062087,682.67,,170.67
802Sj000000nUUnIAM,0000062216,1030.2,,
802Sj000000nUUoIAM,0000062217,165.0,,
802Sj000000nVnRIAU,0000062218,556.0,,
802Sj000000sildIAA,0000062597,420.0,,
802Sj000000yACbIAM,0000062709,334.56,,
802Sj0000016dirIAA,0000062975,348.0,,
802Sj0000017mqXIAQ,0000063009,730.0,,
802Sj0000017mqYIAQ,0000063010,265.0,,
802Sj0000019cDdIAI,0000063073,428.4,,137.7
802Sj000001PcWAIA0,0000063406,375.0,,
802Sj000001PeBTIA0,0000063408,375.0,,
802Sj000001PaiuIAC,0000063409,331.7,,
802Sj000001PaivIAC,0000063410,265.0,,
802Sj000001TIlmIAG,0000063542,489.6,,163.2
802Sj000001WQgQIAW,0000063585,255.73,,
802Sj000001tPGXIA2,0000064280,260.0,,
802Sj0000024jiAIAQ,0000064549,390.0,,
802Sj0000025a8QIAQ,0000064566,190.0,,
802Sj0000025a8RIAQ,0000064567,205.0,,
802Sj0000025a8SIAQ,0000064568,120.0,,
802Sj0000025a8TIAQ,0000064569,70.0,,
802Sj0000026QMrIAM,0000064604,347.75,,
802Sj000002AUyDIAW,0000064680,385.0,,
802Sj000002AUyEIAW,0000064681,55.0,,
802Sj000002AUyFIAW,0000064682,122.0,,
802Sj000002N6pyIAC,0000064984,444.05,,144.45
802Sj000002OirZIAS,0000065033,462.5,,155.0
802Sj000002QOC2IAO,0000065096,250.0,,
802Sj000002VNlbIAG,0000065139,460.0,,155.0
802Sj000002VNlcIAG,0000065140,440.0,,
802Sj000002WtgBIAS,0000065186,385.2,,
802Sj000002dDicIAE,0000065304,285.0,,
802Sj000002h6XGIAY,0000065382,235.0,,90.0
802Sj000002ylvmIAA,0000065718,45.0,,
802Sj000002ylvnIAA,0000065719,230.0,,
802Sj000003F8gJIAS,0000066007,40.0,,
802Sj000003F8gKIAS,0000066008,175.0,,
802Sj000003RSmUIAW,0000066237,278.2,,
802Sj000003xsHCIAY,0000066810,684.8,,171.2
802Sj0000043BHZIA2,0000066881,363.8,,
802Sj0000043LVSIA2,0000066882,342.4,,
802Sj0000047FxhIAE,0000066994,513.6,,171.2
802Sj000004BaM1IAK,0000067063,310.3,,
802Sj000004BkV3IAK,0000067075,520.0,,190.0
802Sj000004Bjp8IAC,0000067076,278.2,,
802Sj000004Ha3BIAS,0000067144,567.1,,
802Sj000004NP9wIAG,0000067276,42.8,,
802Sj000004NP9xIAG,0000067277,187.25,,
802Sj000004NP9yIAG,0000067278,262.15,,
802Sj000004R6a7IAC,0000067389,642.0,,
802Sj000004XFFhIAO,0000067482,486.85,,
802Sj000004XLjJIAW,0000067485,428.0,,
802Sj000004aINVIA2,0000067517,240.75,,
802Sj000004fqpxIAA,0000067595,385.2,,
802Sj000004fbhKIAQ,0000067598,181.9,,
802Sj000004fbhLIAQ,0000067599,74.9,,
802Sj000004kTkfIAE,0000067769,483.64,,
802Sj000004lUTOIA2,0000067780,310.3,,
802Sj000004vDHZIA2,0000068042,406.6,,
802Sj000004wWZxIAM,0000068051,85.065,,85.065
802Sj0000050TVNIA2,0000068118,208.65,,
802Sj0000050TVOIA2,0000068119,74.9,,
802Sj000005VH3MIAW,0000068824,315.65,,
802Sj000005XNcWIAW,0000068863,321.0,,
802Sj000005kdMsIAI,0000069123,278.2,,
802Sj000005kdMtIAI,0000069124,321.0,,
802Sj000005kdMuIAI,0000069125,401.25,,
802Sj000005kdMvIAI,0000069126,690.15,,
802Sj000005mvtzIAA,0000069180,133.75,,
802Sj000005mvu0IAA,0000069181,299.6,,
802Sj000005vdo9IAA,0000069438,294.25,,
802Sj000005vdoAIAQ,0000069439,58.85,,
802Sj000005vdoBIAQ,0000069440,130.54,,
802Sj000005vySnIAI,0000069451,340.0,,
802Sj000005w5R3IAI,0000069464,85.6,,85.6
802Sj000005w6tNIAQ,0000069465,85.065,,85.065
802Sj0000066hmnIAA,0000069741,272.85,,
802Sj0000068CwbIAE,0000069816,326.35,,
802Sj000006A9D3IAK,0000069828,444.05,,144.45
802Sj000006Pe3gIAC,0000070629,620.6,,
802Sj000006Pct4IAC,0000070631,321.0,,
802Sj000006Pct5IAC,0000070632,518.95,,176.55
802Sj000006Pct6IAC,0000070633,615.25,,
802Sj000006h2hSIAQ,0000071125,203.3,,
802Sj000006h2hTIAQ,0000071126,130.54,,
802Sj000006h2hUIAQ,0000071127,74.9,,
802Sj000006h0uJIAQ,0000071128,203.3,,
802Sj000006h0uKIAQ,0000071129,130.54,,
802Sj000006h0uLIAQ,0000071130,74.9,,
802Sj000006h32PIAQ,0000071131,130.54,,
802Sj000006h32QIAQ,0000071132,74.9,,
802Sj000006h32RIAQ,0000071133,203.3,,
802Sj000006glonIAA,0000071134,130.54,,
802Sj000006glooIAA,0000071135,74.9,,
802Sj000006glopIAA,0000071136,203.3,,
802Sj000006h4GDIAY,0000071137,203.3,,
802Sj000006h4GEIAY,0000071138,130.54,,
802Sj000006h4GFIAY,0000071139,74.9,,
802Sj000006jOHFIA2,0000071218,620.6,,151.94
802Sj000006jOHGIA2,0000071219,365.94,,92.02
802Sj000006mLedIAE,0000071242,0.0,,
802Sj000006mLeeIAE,0000071243,0.0,,
802Sj000006mLefIAE,0000071244,0.0,,
802Sj000006nfzWIAQ,0000071269,670.89,,167.99
802Sj000006w30UIAQ,0000071411,85.6,,85.6
802Sj000006wALKIA2,0000071414,483.64,,
802Sj000006yBgHIAU,0000071479,176.55,,
802Sj0000070yplIAA,0000071820,395.9,,
802Sj0000070ypmIAA,0000071821,395.9,,
802Sj0000072K6fIAE,0000071897,518.95,,171.2
802Sj0000072K6gIAE,0000071898,,176.55,
802Sj0000072S4DIAU,0000071911,105.0,,
802Sj0000072S4EIAU,0000071912,240.0,,
802Sj0000072LiiIAE,0000071913,105.0,,
802Sj0000072LijIAE,0000071914,240.0,,
802Sj0000072SPBIA2,0000071915,115.0,,
802Sj0000072SPCIA2,0000071916,262.0,,
802Sj0000072SSPIA2,0000071917,115.0,,
802Sj0000072SSQIA2,0000071918,240.0,,
802Sj0000072SU1IAM,0000071919,105.0,,
802Sj0000072SU2IAM,0000071920,240.0,,
802Sj0000072OtSIAU,0000071921,105.0,,
802Sj0000072OtTIAU,0000071922,240.0,,
802Sj0000072SVdIAM,0000071923,240.0,,
802Sj0000074j0vIAA,0000071979,115.0,,
802Sj0000074hAYIAY,0000071980,105.0,,
802Sj000007FiMTIA0,0000072184,428.0,,
802Sj000007G5HRIA0,0000072205,197.95,,
802Sj000007WKPPIA4,0000072419,0.0,,
802Sj000007baIDIAY,0000072483,280.34,,
802Sj000007lRIUIA2,0000072732,337.05,,
802Sj000007labtIAA,0000072735,524.3,,144.45
802Sj0000089hdpIAA,0000073415,395.9,,
802Sj000008HagoIAC,0000073605,797.15,,208.65
802Sj000008JEPFIA4,0000073621,304.95,,
802Sj000008JEPGIA4,0000073622,95.0,,
802Sj000008JcJYIA0,0000073641,3488.2,,
802Sj000008PkeDIAS,0000073755,128.4,,
802Sj000008PkeEIAS,0000073756,163.71,,
802Sj000008PkeFIAS,0000073757,256.8,,
802Sj000008aRrZIAU,0000073991,722.25,,172.27
802Sj000008mHI6IAM,0000074281,629.16,,
802Sj000008o3FtIAI,0000074360,240.0,,
802Sj000008o3FuIAI,0000074361,110.0,,
802Sj000008oEKvIAM,0000074362,110.0,,
802Sj000008nykrIAA,0000074364,110.0,,
802Sj000008nyksIAA,0000074365,240.0,,
802Sj000008oDK3IAM,0000074367,110.0,,
802Sj000008oDK4IAM,0000074368,240.0,,
802Sj000008o7EfIAI,0000074372,110.0,,
802Sj000008o7EgIAI,0000074373,240.0,,
802Sj000008oEJKIA2,0000074376,240.0,,
802Sj0000095gXoIAI,0000075692,551.05,,176.55
802Sj00000A4DIfIAN,0000077620,180.0,,
802Sj00000AvUNfIAN,0000079141,11.0,,209.53
802Sj00000AvUNgIAN,0000079142,13.0,,
802Sj00000AvUNhIAN,0000079143,6.0,,
802Sj00000BXxsbIAD,0000079921,333.0,,
802Sj00000BwTZZIA3,0000081151,134.0,,
802Sj00000DsOp3IAF,0000082921,683.0,,159.0
802Sj00000DsOp4IAF,0000082922,385.0,,
802Sj00000DtinKIAR,0000082939,683.0,,159.0
802Sj00000EuxjhIAB,0000083918,197.0,,
802Sj000008oEKwIAM,0000074363,240.0,,
802Sj000008oGGHIA2,0000074369,105.0,,
802Sj000008oGGIIA2,0000074370,240.0,,
802Sj000008oGGJIA2,0000074371,105.0,,
802Sj000008oH7VIAU,0000074374,110.0,,
802Sj000008oH7WIAU,0000074375,240.0,,
802Sj000008wA5fIAE,0000075369,90.95,,
802Sj000008vyu9IAA,0000075370,90.95,,
802Sj000008w5E4IAI,0000075371,90.95,,
802Sj000008w5p9IAA,0000075372,90.95,,
802Sj000008wHALIA2,0000075375,90.95,,
802Sj000008wHK1IAM,0000075376,90.95,,
802Sj0000097dakIAA,0000075731,8.025,,
802Sj0000097dalIAA,0000075732,13.91,,
802Sj000009DvZZIA0,0000075859,10.7,,
802Sj000009DvZaIAK,0000075860,14.98,,
802Sj000009FVccIAG,0000075897,518.95,,176.55
802Sj000009HheTIAS,0000076036,321.0,,
802Sj000009VIrVIAW,0000076551,215.0,,
802Sj00000A8KGlIAN,0000077750,400.0,,
802Sj00000A9coKIAR,0000077798,,183.0,
802Sj00000ACfG9IAL,0000077934,640.0,,160.0
802Sj00000ASKJ2IAP,0000078236,324.39,,
802Sj00000AiYcvIAF,0000078931,641.0,,158.73
802Sj00000AixmeIAB,0000078948,,150.0,
802Sj00000AixmfIAB,0000078949,214.0,,
802Sj00000ArK4VIAV,0000079094,290.0,,
802Sj00000B21eQIAR,0000079285,382.0,,
802Sj00000B21eRIAR,0000079286,0.83,,
802Sj00000B2D9KIAV,0000079296,115.0,,
802Sj00000BCcuQIAT,0000079601,16.06,,237.5
802Sj00000BCcuRIAT,0000079602,10.5,,200.0
802Sj00000BCcPrIAL,0000079604,657.0,,162.68
802Sj00000BLVqVIAX,0000079713,400.0,,
802Sj00000BSdHpIAL,0000079826,197.0,,
802Sj00000BSdHqIAL,0000079827,57.0,,
802Sj00000BSdHrIAL,0000079828,157.0,,
802Sj00000BWdnyIAD,0000079909,537.0,,
802Sj00000BWdnzIAD,0000079910,92.0,,
802Sj00000BYFceIAH,0000079928,591.0,,
802Sj00000BYFcfIAH,0000079929,85.0,,
802Sj00000BYFcgIAH,0000079930,157.0,,
802Sj00000BYh2bIAD,0000080038,285.0,,
802Sj00000BdEsqIAF,0000080465,469.0,,
802Sj00000BdEsrIAF,0000080466,469.0,,
802Sj00000BdEssIAF,0000080467,469.0,,
802Sj00000BdEstIAF,0000080468,469.0,,
802Sj00000BjjCMIAZ,0000080844,469.0,,
802Sj00000BkndhIAB,0000080887,1220.0,,
802Sj00000BkndiIAB,0000080888,1220.0,,
802Sj00000ByDP9IAN,0000081196,157.0,,
802Sj00000ByDPAIA3,0000081197,338.0,,56.33
802Sj00000C2vUjIAJ,0000081230,320.0,,
802Sj00000C2vUkIAJ,0000081231,257.0,,
802Sj00000C6o1eIAB,0000081295,2500.0,,
802Sj00000C6o1fIAB,0000081296,250.0,,
802Sj00000CLvqpIAD,0000081490,494.0,,162.58
802Sj00000CLvqqIAD,0000081491,400.0,,
802Sj00000CPAoTIAX,0000081529,494.0,,162.58
802Sj00000CPAoUIAX,0000081530,400.0,,
802Sj00000CSrqUIAT,0000081552,296.0,,
802Sj00000CUXULIA5,0000081561,11.0,,209.53
802Sj00000CUXUMIA5,0000081562,13.0,,
802Sj00000CUXUNIA5,0000081563,6.0,,
802Sj00000CoEYkIAN,0000081791,507.0,,158.83
802Sj00000CoEYlIAN,0000081792,372.0,,91.47
802Sj00000CpO4bIAF,0000081841,940.0,,
802Sj00000CuFTjIAN,0000081882,427.0,,
802Sj00000D8QgzIAF,0000082247,115.0,,
802Sj00000D8Qh0IAF,0000082248,240.0,,
802Sj00000DCWELIA5,0000082308,115.0,,
802Sj00000DCWEMIA5,0000082309,240.0,,
802Sj00000DCjjSIAT,0000082311,1952.0,,
802Sj00000DCjjTIAT,0000082312,92.0,,
802Sj00000DCmcTIAT,0000082313,200.0,,183.0
802Sj00000DCmcUIAT,0000082314,400.0,,
802Sj00000DDZLSIA5,0000082328,3200.0,,
802Sj00000DDgrZIAT,0000082330,350.0,,
802Sj00000DGJopIAH,0000082401,489.0,,
802Sj00000DVt3xIAD,0000082724,1120.0,,120.0
802Sj00000DVt3yIAD,0000082725,3200.0,,0.0
802Sj00000DX8YnIAL,0000082757,288.0,,
802Sj00000DdwhPIAR,0000082794,200.0,,
802Sj00000DirduIAB,0000082849,426.83,,
802Sj00000DiwKGIAZ,0000082850,427.0,,
802Sj00000DizJgIAJ,0000082851,426.83,,
802Sj00000DnT6FIAV,0000082882,683.0,,158.56
802Sj00000DoGWmIAN,0000082897,426.83,,
802Sj00000E1OEmIAN,0000083004,76.0,,
802Sj00000E1OEnIAN,0000083005,199.0,,
802Sj00000E8QlFIAV,0000083074,438.0,,143.91
802Sj00000Eb1ujIAB,0000083496,235.0,,
802Sj00000Ej3rKIAR,0000083576,10.0,,162.7
802Sj00000FN2RyIAL,0000085601,380.0,,
802Sj00000FN2RzIAL,0000085602,818.0,390.72,54.0
802Sj00000FN2S0IAL,0000085603,60.0,,
802Sj00000FaRp9IAF,0000085796,426.0,,
802Sj00000FjjjVIAR,0000086414,115.0,,
802Sj00000Fr9ULIAZ,0000086752,305.0,,
802Sj00000FrAv3IAF,0000086757,494.0,168.84,162.58
